date,year,month,park_type,visitor_count,visitor_count_monthly_total,fraction_to_monthly_total
2019-06-01,2019,6,Waterfront Facility,6378,581167,1.0974470332967976
2019-07-01,2019,7,Buildings/Institutions,26313,527319,4.989958639836607
2019-07-01,2019,7,Cemetery,138,527319,0.02617011713971998
2019-07-01,2019,7,Community Park,104669,527319,19.849275296357614
2019-07-01,2019,7,Flagship Park,93092,527319,17.653830034571104
2019-07-01,2019,7,Garden,7240,527319,1.3729829571853092
2019-07-01,2019,7,Historic House Park,2159,527319,0.4094295862656191
2019-07-01,2019,7,Jointly Operated Playground,52026,527319,9.866134161674433
2019-07-01,2019,7,Lot,243,527319,0.04608216278950692
2019-07-01,2019,7,Nature Area,13075,527319,2.4795237797234693
2019-07-01,2019,7,Neighborhood Park,105836,527319,20.070583460865247
2019-07-01,2019,7,Parkway,3436,527319,0.6515979890730279
2019-07-01,2019,7,Playground,54487,527319,10.332834583999437
2019-07-01,2019,7,Recreation Field/Courts,17713,527319,3.359067281854058
2019-07-01,2019,7,School Yard to Playground,935,527319,0.17731202554810277
2019-07-01,2019,7,Strip,333,527319,0.0631496304893243
2019-07-01,2019,7,Triangle/Plaza,32507,527319,6.164579694644039
2019-07-01,2019,7,Undeveloped,4894,527319,0.9280909658100694
2019-07-01,2019,7,Waterfront Facility,8223,527319,1.5593976321733145
2019-08-01,2019,8,Buildings/Institutions,24929,611599,4.076036749569571
2019-08-01,2019,8,Cemetery,167,611599,0.027305473030531442
2019-08-01,2019,8,Community Park,100699,611599,16.4648732257574
2019-08-01,2019,8,Flagship Park,94284,611599,15.415983348566625
2019-08-01,2019,8,Garden,7363,611599,1.2038934007413353
2019-08-01,2019,8,Historic House Park,2407,611599,0.39355852445801903
2019-08-01,2019,8,Jointly Operated Playground,56195,611599,9.188209921860565
2019-08-01,2019,8,Lot,158,611599,0.025833920591760286
2019-08-01,2019,8,Nature Area,14938,611599,2.442450036707058
2019-08-01,2019,8,Neighborhood Park,172933,611599,28.275553099334694
2019-08-01,2019,8,Parkway,3048,611599,0.4983657592638313
2019-08-01,2019,8,Playground,67720,611599,11.072614572620296
2019-08-01,2019,8,Recreation Field/Courts,20940,611599,3.4238120075408887
2019-08-01,2019,8,School Yard to Playground,962,611599,0.1572926051219835
2019-08-01,2019,8,Strip,301,611599,0.049215253785568645
2019-08-01,2019,8,Triangle/Plaza,33675,611599,5.506058708402073
2019-08-01,2019,8,Undeveloped,4446,611599,0.7269469047529509
2019-08-01,2019,8,Waterfront Facility,6434,611599,1.051996487894846
2019-09-01,2019,9,Buildings/Institutions,19982,649037,3.0787150809584043
2019-09-01,2019,9,Cemetery,160,649037,0.0246519073642951
2019-09-01,2019,9,Community Park,116341,649037,17.9251722166841
2019-09-01,2019,9,Flagship Park,91531,649037,14.102585831008094
2019-09-01,2019,9,Garden,8329,649037,1.283285852732587
2019-09-01,2019,9,Historic House Park,2351,649037,0.3622289638341112
2019-09-01,2019,9,Jointly Operated Playground,73298,649037,11.293346912425639
2019-09-01,2019,9,Lot,216,649037,0.03328007494179839
2019-09-01,2019,9,Nature Area,15151,649037,2.334381552977719
2019-09-01,2019,9,Neighborhood Park,158860,649037,24.4762625243245
2019-09-01,2019,9,Parkway,4581,649037,0.7058149227239742
2019-09-01,2019,9,Playground,72335,649037,11.14497324497679
2019-09-01,2019,9,Recreation Field/Courts,23024,649037,3.5474094697220653
2019-09-01,2019,9,School Yard to Playground,1613,649037,0.24852204111630002
2019-09-01,2019,9,Strip,413,649037,0.06363273588408673
2019-09-01,2019,9,Triangle/Plaza,52150,649037,8.034981056549935
2019-09-01,2019,9,Undeveloped,5624,649037,0.8665145438549728
2019-09-01,2019,9,Waterfront Facility,3078,649037,0.47424106792062704
2019-10-01,2019,10,Buildings/Institutions,20460,483357,4.232896182324866
2019-10-01,2019,10,Cemetery,114,483357,0.023585052042279307
2019-10-01,2019,10,Community Park,75784,483357,15.678680561158728
2019-10-01,2019,10,Flagship Park,60720,483357,12.562143508835085
2019-10-01,2019,10,Garden,7568,483357,1.5657164373330683
2019-10-01,2019,10,Historic House Park,2001,483357,0.4139797292684289
2019-10-01,2019,10,Jointly Operated Playground,75664,483357,15.653854190587909
2019-10-01,2019,10,Lot,178,483357,0.03682578301338348
2019-10-01,2019,10,Nature Area,11287,483357,2.3351270386070753
2019-10-01,2019,10,Neighborhood Park,93391,483357,19.32132978316234
2019-10-01,2019,10,Parkway,3330,483357,0.6889317833402641
2019-10-01,2019,10,Playground,62222,483357,12.872886913813186
2019-10-01,2019,10,Recreation Field/Courts,23333,483357,4.8272808710745885
2019-10-01,2019,10,School Yard to Playground,1648,483357,0.34094882250593245
2019-10-01,2019,10,Strip,517,483357,0.1069602798759509
2019-10-01,2019,10,Triangle/Plaza,38272,483357,7.9179571207202954
2019-10-01,2019,10,Undeveloped,5354,483357,1.1076699003014336
2019-10-01,2019,10,Waterfront Facility,1514,483357,0.3132260420351831
2019-11-01,2019,11,Buildings/Institutions,16206,359530,4.50755152560287
2019-11-01,2019,11,Cemetery,92,359530,0.025588963368842657
2019-11-01,2019,11,Community Park,56101,359530,15.603982977776543
2019-11-01,2019,11,Flagship Park,47675,359530,13.260367702277975
2019-11-01,2019,11,Garden,6344,359530,1.7645259088254108
2019-11-01,2019,11,Historic House Park,2040,359530,0.5674074486134676
2019-11-01,2019,11,Jointly Operated Playground,49580,359530,13.790226128556727
2019-11-01,2019,11,Lot,146,359530,0.04060857230272856
2019-11-01,2019,11,Nature Area,10534,359530,2.9299363057324843
2019-11-01,2019,11,Neighborhood Park,77148,359530,21.458014630211668
2019-11-01,2019,11,Parkway,3052,359530,0.8488860456707368
2019-11-01,2019,11,Playground,44043,359530,12.250159931021056
2019-11-01,2019,11,Recreation Field/Courts,14791,359530,4.113982143353823
2019-11-01,2019,11,School Yard to Playground,1437,359530,0.39968848218507497
2019-11-01,2019,11,Strip,436,359530,0.12126943509581956
2019-11-01,2019,11,Triangle/Plaza,24752,359530,6.884543709843406
2019-11-01,2019,11,Undeveloped,4104,359530,1.141490278975329
2019-11-01,2019,11,Waterfront Facility,1049,359530,0.2917698105860429
2019-12-01,2019,12,Buildings/Institutions,15317,359999,4.254734040927891
2019-12-01,2019,12,Cemetery,94,359999,0.026111183642176787
2019-12-01,2019,12,Community Park,55545,359999,15.429209525582015
2019-12-01,2019,12,Flagship Park,48600,359999,13.500037500104167
2019-12-01,2019,12,Garden,6307,359999,1.7519493109703084
2019-12-01,2019,12,Historic House Park,3210,359999,0.8916691435253986
2019-12-01,2019,12,Jointly Operated Playground,47599,359999,13.221981172169922
2019-12-01,2019,12,Lot,160,359999,0.044444567901577504
2019-12-01,2019,12,Nature Area,11080,359999,3.077786327184242
2019-12-01,2019,12,Neighborhood Park,84794,359999,23.55395431653977
2019-12-01,2019,12,Parkway,2962,359999,0.8227800632779536
2019-12-01,2019,12,Playground,39822,359999,11.061697393603872
2019-12-01,2019,12,Recreation Field/Courts,12999,359999,3.6108433634537875
2019-12-01,2019,12,School Yard to Playground,1548,359999,0.4300011944477623
2019-12-01,2019,12,Strip,396,359999,0.11000030555640432
2019-12-01,2019,12,Triangle/Plaza,25065,359999,6.962519340331501
2019-12-01,2019,12,Undeveloped,3560,359999,0.9888916358100994
2019-12-01,2019,12,Waterfront Facility,941,359999,0.2613896149711527
2020-01-01,2020,1,Buildings/Institutions,15290,386433,3.9567014204273443
2020-01-01,2020,1,Cemetery,200,386433,0.05175541426327462
2020-01-01,2020,1,Community Park,61915,386433,16.02218237055324
2020-01-01,2020,1,Flagship Park,47482,386433,12.287252900244026
2020-01-01,2020,1,Garden,7108,386433,1.8393874229167801
2020-01-01,2020,1,Historic House Park,2503,386433,0.6477190095048818
2020-01-01,2020,1,Jointly Operated Playground,61869,386433,16.010278625272687
2020-01-01,2020,1,Lot,185,386433,0.047873758193529015
2020-01-01,2020,1,Nature Area,11268,386433,2.915900039592892
2020-01-01,2020,1,Neighborhood Park,80269,386433,20.77177673749395
2020-01-01,2020,1,Parkway,3227,386433,0.835073609137936
2020-01-01,2020,1,Playground,46783,386433,12.106367727393883
2020-01-01,2020,1,Recreation Field/Courts,16337,386433,4.227641014095587
2020-01-01,2020,1,School Yard to Playground,1688,386433,0.43681569638203777
2020-01-01,2020,1,Strip,352,386433,0.09108952910336333
2020-01-01,2020,1,Triangle/Plaza,25237,386433,6.530756948811307
2020-01-01,2020,1,Undeveloped,3737,386433,0.9670499155092863
2020-01-01,2020,1,Waterfront Facility,983,386433,0.25437786110399474
2020-02-01,2020,2,Buildings/Institutions,16161,365467,4.42201347864513
2020-02-01,2020,2,Cemetery,201,365467,0.05499812568576643
2020-02-01,2020,2,Community Park,59306,365467,16.227456924975442
2020-02-01,2020,2,Flagship Park,46020,365467,12.592108179397865
2020-02-01,2020,2,Garden,6372,365467,1.7435226709935507
2020-02-01,2020,2,Historic House Park,1668,365467,0.4564023564371065
2020-02-01,2020,2,Jointly Operated Playground,53452,365467,14.625670717191976
2020-02-01,2020,2,Lot,215,365467,0.05882884090766061
2020-02-01,2020,2,Nature Area,11507,365467,3.1485742898811653
2020-02-01,2020,2,Neighborhood Park,76270,365467,20.86918928384779
2020-02-01,2020,2,Parkway,2957,365467,0.8091017793672205
2020-02-01,2020,2,Playground,47386,365467,12.965876536048398
2020-02-01,2020,2,Recreation Field/Courts,14929,365467,4.084910539118443
2020-02-01,2020,2,School Yard to Playground,1589,365467,0.43478617768498934
2020-02-01,2020,2,Strip,427,365467,0.11683681426777245
2020-02-01,2020,2,Triangle/Plaza,22016,365467,6.0240733089444465
2020-02-01,2020,2,Undeveloped,3824,365467,1.0463325006088102
2020-02-01,2020,2,Waterfront Facility,1167,365467,0.3193174759964648
2020-03-01,2020,3,Buildings/Institutions,9219,298293,3.090585431102976
2020-03-01,2020,3,Cemetery,257,298293,0.08615689942439146
2020-03-01,2020,3,Community Park,58812,298293,19.716185093180194
2020-03-01,2020,3,Flagship Park,31203,298293,10.460520360853256
2020-03-01,2020,3,Garden,5080,298293,1.7030235372603446
2020-03-01,2020,3,Historic House Park,1159,298293,0.38854414954424005
2020-03-01,2020,3,Jointly Operated Playground,42065,298293,14.101906514735512
2020-03-01,2020,3,Lot,139,298293,0.04659847867700549
2020-03-01,2020,3,Nature Area,10722,298293,3.5944524343514597
2020-03-01,2020,3,Neighborhood Park,62279,298293,20.878465133275
2020-03-01,2020,3,Parkway,2163,298293,0.7251259667508121
2020-03-01,2020,3,Playground,37502,298293,12.572202498885323
2020-03-01,2020,3,Recreation Field/Courts,14481,298293,4.854622803753356
2020-03-01,2020,3,School Yard to Playground,1151,298293,0.38586222271390885
2020-03-01,2020,3,Strip,339,298293,0.1136466494352868
2020-03-01,2020,3,Triangle/Plaza,16959,298293,5.685349639448462
2020-03-01,2020,3,Undeveloped,3275,298293,1.0979137961668561
2020-03-01,2020,3,Waterfront Facility,1488,298293,0.49883839044161277
2020-04-01,2020,4,Buildings/Institutions,3430,120588,2.8443957939430127
2020-04-01,2020,4,Cemetery,93,120588,0.07712210170166185
2020-04-01,2020,4,Community Park,25130,120588,20.839552857664113
2020-04-01,2020,4,Flagship Park,14791,120588,12.265731250207319
2020-04-01,2020,4,Garden,2735,120588,2.268053205957475
2020-04-01,2020,4,Historic House Park,614,120588,0.5091717252131224
2020-04-01,2020,4,Jointly Operated Playground,15330,120588,12.71270773211265
2020-04-01,2020,4,Lot,83,120588,0.06882940259395627
2020-04-01,2020,4,Nature Area,6009,120588,4.9830828938202805
2020-04-01,2020,4,Neighborhood Park,22613,120588,18.75228049225462
2020-04-01,2020,4,Parkway,838,120588,0.6949281852257272
2020-04-01,2020,4,Playground,14479,120588,12.006999038046903
2020-04-01,2020,4,Recreation Field/Courts,6618,120588,5.48810826947955
2020-04-01,2020,4,School Yard to Playground,297,120588,0.24629316349885558
2020-04-01,2020,4,Strip,105,120588,0.08707334063090855
2020-04-01,2020,4,Triangle/Plaza,4669,120588,3.8718612133877333
2020-04-01,2020,4,Undeveloped,1620,120588,1.3434172554483033
2020-04-01,2020,4,Waterfront Facility,1134,120588,0.9403920788138124
2020-05-01,2020,5,Buildings/Institutions,3422,190340,1.7978354523484292
2020-05-01,2020,5,Cemetery,94,190340,0.04938531049700536
2020-05-01,2020,5,Community Park,43241,190340,22.71776820426605
2020-05-01,2020,5,Flagship Park,32863,190340,17.26541977513922
2020-05-01,2020,5,Garden,3239,190340,1.7016917095723443
2020-05-01,2020,5,Historic House Park,925,190340,0.48597247031627616
2020-05-01,2020,5,Jointly Operated Playground,18440,190340,9.687926867710413
2020-05-01,2020,5,Lot,117,190340,0.061468950299464115
2020-05-01,2020,5,Nature Area,10242,190340,5.380897341599244
2020-05-01,2020,5,Neighborhood Park,33521,190340,17.611116948618264
2020-05-01,2020,5,Parkway,1202,190340,0.6315015235893664
2020-05-01,2020,5,Playground,19144,190340,10.057791320794369
2020-05-01,2020,5,Recreation Field/Courts,11224,190340,5.896816223599874
2020-05-01,2020,5,School Yard to Playground,511,190340,0.2684669538720185
2020-05-01,2020,5,Strip,271,190340,0.14237679941157927
2020-05-01,2020,5,Triangle/Plaza,5954,190340,3.128086581906063
2020-05-01,2020,5,Undeveloped,3042,190340,1.598192707786067
2020-05-01,2020,5,Waterfront Facility,2888,190340,1.5172848586739518
2020-06-01,2020,6,Buildings/Institutions,3949,230032,1.7167176740627392
2020-06-01,2020,6,Cemetery,97,230032,0.04216804618487863
2020-06-01,2020,6,Community Park,49891,230032,21.688721569172984
2020-06-01,2020,6,Flagship Park,35897,230032,15.605220143284413
2020-06-01,2020,6,Garden,3230,230032,1.4041524657438966
2020-06-01,2020,6,Historic House Park,1150,230032,0.49993044445990126
2020-06-01,2020,6,Jointly Operated Playground,23234,230032,10.100333866592475
2020-06-01,2020,6,Lot,113,230032,0.049123600194755514
2020-06-01,2020,6,Nature Area,12098,230032,5.259268275718161
2020-06-01,2020,6,Neighborhood Park,41900,230032,18.2148570633651
2020-06-01,2020,6,Parkway,1741,230032,0.7568512206997288
2020-06-01,2020,6,Playground,25492,230032,11.08193642623635
2020-06-01,2020,6,Recreation Field/Courts,12542,230032,5.452284899492245
2020-06-01,2020,6,School Yard to Playground,657,230032,0.28561243653056967
2020-06-01,2020,6,Strip,335,230032,0.14563191208179732
2020-06-01,2020,6,Triangle/Plaza,7700,230032,3.347360367253252
2020-06-01,2020,6,Undeveloped,3624,230032,1.5754329832371148
2020-06-01,2020,6,Waterfront Facility,6382,230032,2.774396605689643
2020-07-01,2020,7,Buildings/Institutions,3703,236886,1.5631991759749413
2020-07-01,2020,7,Cemetery,98,236886,0.041370110517295236
2020-07-01,2020,7,Community Park,50782,236886,21.437315839686597
2020-07-01,2020,7,Flagship Park,34953,236886,14.755198703173678
2020-07-01,2020,7,Garden,3313,236886,1.3985630218755012
2020-07-01,2020,7,Historic House Park,1177,236886,0.4968634701924132
2020-07-01,2020,7,Jointly Operated Playground,24229,236886,10.228126609423942
2020-07-01,2020,7,Lot,37,236886,0.015619327440203305
2020-07-01,2020,7,Nature Area,17429,236886,7.357547512305497
2020-07-01,2020,7,Neighborhood Park,41323,236886,17.44425588679787
2020-07-01,2020,7,Parkway,3323,236886,1.402784461724205
2020-07-01,2020,7,Playground,26796,236886,11.311770218586155
2020-07-01,2020,7,Recreation Field/Courts,12305,236886,5.194481733829774
2020-07-01,2020,7,School Yard to Playground,359,236886,0.1515496905684591
2020-07-01,2020,7,Strip,257,236886,0.1084910041116824
2020-07-01,2020,7,Triangle/Plaza,8020,236886,3.385594758660284
2020-07-01,2020,7,Undeveloped,1409,236886,0.5948008746823367
2020-07-01,2020,7,Waterfront Facility,7373,236886,3.112467600449161
2020-08-01,2020,8,Buildings/Institutions,3732,234516,1.5913626362380393
2020-08-01,2020,8,Cemetery,94,234516,0.04008255300278019
2020-08-01,2020,8,Community Park,53552,234516,22.835115727711543
2020-08-01,2020,8,Flagship Park,34307,234516,14.628852615599788
2020-08-01,2020,8,Garden,3025,234516,1.289890668440533
2020-08-01,2020,8,Historic House Park,1119,234516,0.47715294478841525
2020-08-01,2020,8,Jointly Operated Playground,25622,234516,10.925480564225895
2020-08-01,2020,8,Lot,47,234516,0.020041276501390096
2020-08-01,2020,8,Nature Area,15751,234516,6.716386088795648
2020-08-01,2020,8,Neighborhood Park,43303,234516,18.464838219993517
2020-08-01,2020,8,Parkway,3695,234516,1.5755854611199236
2020-08-01,2020,8,Playground,26070,234516,11.116512306196592
2020-08-01,2020,8,Recreation Field/Courts,7476,234516,3.1878421941360076
2020-08-01,2020,8,School Yard to Playground,441,234516,0.18804687100240494
2020-08-01,2020,8,Strip,240,234516,0.10233843319858774
2020-08-01,2020,8,Triangle/Plaza,9100,234516,3.880332258779785
2020-08-01,2020,8,Undeveloped,1393,234516,0.5939893226901363
2020-08-01,2020,8,Waterfront Facility,5549,234516,2.3661498575790136
2020-09-01,2020,9,Buildings/Institutions,4302,249386,1.7250366901109124
2020-09-01,2020,9,Cemetery,96,249386,0.03849454259661729
2020-09-01,2020,9,Community Park,48323,249386,19.376789394753516
2020-09-01,2020,9,Flagship Park,38734,249386,15.531745968097649
2020-09-01,2020,9,Garden,3397,249386,1.3621454291740516
2020-09-01,2020,9,Historic House Park,1430,249386,0.5734082907621117
2020-09-01,2020,9,Jointly Operated Playground,28415,249386,11.393983623780004
2020-09-01,2020,9,Lot,44,249386,0.01764333202344959
2020-09-01,2020,9,Nature Area,13990,249386,5.609777613819541
2020-09-01,2020,9,Neighborhood Park,53517,249386,21.459504543157994
2020-09-01,2020,9,Parkway,3603,249386,1.4447483018292926
2020-09-01,2020,9,Playground,26702,249386,10.707096629321613
2020-09-01,2020,9,Recreation Field/Courts,10811,249386,4.3350468751253075
2020-09-01,2020,9,School Yard to Playground,392,249386,0.1571860489361873
2020-09-01,2020,9,Strip,203,249386,0.08139991819909699
2020-09-01,2020,9,Triangle/Plaza,9783,249386,3.9228344814865315
2020-09-01,2020,9,Undeveloped,1220,249386,0.4892014788320114
2020-09-01,2020,9,Waterfront Facility,4424,249386,1.7739568379941135
2020-10-01,2020,10,Buildings/Institutions,5821,217041,2.6819817453845127
2020-10-01,2020,10,Cemetery,130,217041,0.05989651724789325
2020-10-01,2020,10,Community Park,40831,217041,18.812574582682533
2020-10-01,2020,10,Flagship Park,25462,217041,11.731424016660446
2020-10-01,2020,10,Garden,3324,217041,1.5315078717845936
2020-10-01,2020,10,Historic House Park,1456,217041,0.6708409931764044
2020-10-01,2020,10,Jointly Operated Playground,26666,217041,12.286157914864011
2020-10-01,2020,10,Lot,42,217041,0.019351182495473206
2020-10-01,2020,10,Nature Area,14940,217041,6.88349205910404
2020-10-01,2020,10,Neighborhood Park,42909,217041,19.76999737376809
2020-10-01,2020,10,Parkway,3268,217041,1.5057062951239628
2020-10-01,2020,10,Playground,26566,217041,12.24008367082717
2020-10-01,2020,10,Recreation Field/Courts,10723,217041,4.940541188070457
2020-10-01,2020,10,School Yard to Playground,457,217041,0.21055929524836323
2020-10-01,2020,10,Strip,250,217041,0.1151856100921024
2020-10-01,2020,10,Triangle/Plaza,9705,217041,4.4715053837754155
2020-10-01,2020,10,Undeveloped,1234,217041,0.5685561714146175
2020-10-01,2020,10,Waterfront Facility,3257,217041,1.5006381282799102
2020-11-01,2020,11,Buildings/Institutions,3021,192178,1.5719801434087146
2020-11-01,2020,11,Cemetery,111,192178,0.05775895263765884
2020-11-01,2020,11,Community Park,31483,192178,16.382208161183904
2020-11-01,2020,11,Flagship Park,19876,192178,10.342494978613576
2020-11-01,2020,11,Garden,2569,192178,1.336781525460771
2020-11-01,2020,11,Historic House Park,981,192178,0.5104642570949849
2020-11-01,2020,11,Jointly Operated Playground,28290,192178,14.720727658733049
2020-11-01,2020,11,Lot,17,192178,0.008845965719281083
2020-11-01,2020,11,Nature Area,12801,192178,6.661012186618656
2020-11-01,2020,11,Neighborhood Park,45184,192178,23.511536179999794
2020-11-01,2020,11,Parkway,2540,192178,1.3216913486455266
2020-11-01,2020,11,Playground,24591,192178,12.795949588402419
2020-11-01,2020,11,Recreation Field/Courts,9414,192178,4.898583604783066
2020-11-01,2020,11,School Yard to Playground,359,192178,0.18680598195422993
2020-11-01,2020,11,Strip,221,192178,0.11499755435065409
2020-11-01,2020,11,Triangle/Plaza,7776,192178,4.046248790184101
2020-11-01,2020,11,Undeveloped,825,192178,0.4292895128474643
2020-11-01,2020,11,Waterfront Facility,2119,192178,1.1026236093621538
2020-12-01,2020,12,Buildings/Institutions,2162,207677,1.0410396914439248
2020-12-01,2020,12,Cemetery,84,207677,0.040447425569514195
2020-12-01,2020,12,Community Park,30748,207677,14.80568382632646
2020-12-01,2020,12,Flagship Park,19822,207677,9.54462940046322
2020-12-01,2020,12,Garden,2285,207677,1.1002662788849993
2020-12-01,2020,12,Historic House Park,779,207677,0.3751017204601376
2020-12-01,2020,12,Jointly Operated Playground,27335,207677,13.162266404079412
2020-12-01,2020,12,Lot,26,207677,0.012519441247706774
2020-12-01,2020,12,Nature Area,12147,207677,5.848986647534392
2020-12-01,2020,12,Neighborhood Park,50087,207677,24.117740529764973
2020-12-01,2020,12,Parkway,2505,207677,1.2062000125194412
2020-12-01,2020,12,Playground,44309,207677,21.335535470947672
2020-12-01,2020,12,Recreation Field/Courts,7655,207677,3.686012413507514
2020-12-01,2020,12,School Yard to Playground,295,207677,0.14204750646436534
2020-12-01,2020,12,Strip,203,207677,0.09774794512632597
2020-12-01,2020,12,Triangle/Plaza,5180,207677,2.494257910120042
2020-12-01,2020,12,Undeveloped,784,207677,0.37750930531546584
2020-12-01,2020,12,Waterfront Facility,1271,207677,0.612008070224435
